210
0.01
0.01
0.1
10000
9
Minimal aGF shell: 0.284605	0.284605
Minimal GF1 shell:  2.5	2.5
Minimal GF2 shell:  3.75	6.25

5	0.00314	0.00119	0.04428	0.00007	0.00003	0.00098
55	0.00609	0.00680	0.34380	0.00007	0.00039	0.00075
550	0.11905	1.31003	4.41945	0.00260	0.04444	0.01171
5500	100.42378	1308.59666	64.23120	1.06152	3.91041	0.04446

5	0.1	0.0	0.1	0.0
55	5.5	5.4	0.5	0.4
550	481.5	1302.8	13.9	39.9
5500	45667.0	66599.5	433.5	839.0

5	52.8	15.7	0.8	0.2
55	634.9	180.2	6.0	0.8
550	11725.4	3208.8	155.6	36.3
5500	515922.0	69303.0	3330.5	818.8

5	18.2	10.6	12.9	10.5
55	1004.9	9010.7	106.9	718.4
550	92495.0	921313.3	2731.9	23563.2
5500	9942921.5	49608822.5	51089.5	84750.6

