2100
0.01
0.01
0.1
1000000
9
Minimal aGF shell: 0.284605	0.284605
Minimal GF1 shell:  2.5	2.5
Minimal GF2 shell:  3.75	6.25

5	0.15433	0.15326	2.85010	0.00072	0.00013	0.01599
55	0.23966	0.23938	35.34164	0.00054	0.00024	0.05016
550	0.43539	0.47009	529.85453	0.00187	0.00912	2.29256
5500	14.37366	19.25363	9308.69998	0.05427	0.37053	0.27703

5	0.0	0.0	0.0	0.0
55	0.6	0.8	0.3	0.3
550	82.4	77.1	13.4	8.5
5500	5783.5	7754.0	268.3	509.1

5	304.1	303.4	0.8	0.8
55	3345.4	3339.7	4.7	2.8
550	34777.4	33679.4	190.4	42.4
5500	431273.5	362523.5	3419.2	1854.4

5	0.0	0.0	0.0	0.0
55	84.9	920.6	47.7	450.9
550	12364.1	87397.9	2339.0	17320.5
5500	813021.5	8232401.5	75228.7	441959.8

