210
0.01
0.01
0.1
1000000
9
Minimal aGF shell: 0.284605	0.284605
Minimal GF1 shell:  2.5	2.5
Minimal GF2 shell:  3.75	6.25

5	0.01822	0.00807	3.33399	0.00009	0.00059	0.00886
55	0.25007	0.54197	46.18298	0.00124	0.00853	0.18995
550	12.05394	130.96145	730.72379	0.05770	0.92507	4.13051
5500	8343.92273	0.00000	10134.33580	26.33425	0.00000	105.59369

5	2.8	3.6	0.6	0.5
55	454.1	620.1	7.8	11.4
550	46270.8	124696.5	281.3	953.6
5500	4177585.0	0.0	2179.3	0.0

5	4843.4	1210.8	7.8	1.7
55	58623.5	14345.4	93.2	16.2
550	1107428.4	286036.7	3298.1	925.7
5500	49093425.5	0.0	6908.1	0.0

5	457.4	5461.6	99.8	1049.3
55	80627.1	821046.9	1542.0	13708.3
550	8355128.7	83160003.0	55249.2	356655.9
5500	857941434.0	0.0	397672.6	0.0

