2100
0.01
0.01
0.1
10000
9
Minimal aGF shell: 0.284605	0.284605
Minimal GF1 shell:  2.5	2.5
Minimal GF2 shell:  3.75	6.25

5	0.15271	0.15201	0.17671	0.00050	0.00004	0.00010
55	0.22721	0.22726	0.53253	0.00001	0.00001	0.00050
550	0.23311	0.23410	4.83004	0.00007	0.00060	0.00183
5500	0.34683	0.36754	79.65923	0.00291	0.00023	0.03144

5	0.0	0.0	0.0	0.0
55	0.0	0.0	0.0	0.0
550	0.6	0.5	0.3	0.3
5500	52.5	56.5	11.0	3.9

5	6.5	6.7	0.1	0.1
55	71.6	71.6	0.3	0.2
550	726.0	717.3	7.5	2.3
5500	8062.0	7378.5	127.3	44.9

5	0.0	0.0	0.0	0.0
55	3.4	0.0	3.3	0.0
550	64.5	2037.0	62.6	1172.3
5500	7598.0	42337.0	3063.9	1050.1

